,User Name,Heading,Rating,Review,tokens,tokens_seg,tokens_stem,review1
33,Lokesh Saini,highly recommended,5,best phone,"['best', 'phone']","['best', 'phone']","['best', 'phone']",best phone
34,Flipkart Customer,just wow,5, star,['star'],['star'],['star'],star
35,Flipkart Customer,useless product,5,one of the worst phone ever seenun worth for money giving feedback afterusage within a week phone getting hang taking more time to get fully chargedweek processorsuggest to dont go withmore,"['one', 'of', 'the', 'worst', 'phone', 'ever', 'seenun', 'worth', 'for', 'money', 'giving', 'feedback', 'afterusage', 'within', 'a', 'week', 'phone', 'getting', 'hang', 'taking', 'more', 'time', 'to', 'get', 'fully', 'chargedweek', 'processorsuggest', 'to', 'dont', 'go', 'withmore']","['one', 'of', 'the', 'worst', 'phone', 'ever', 'seen', 'un', 'worth', 'for', 'money', 'giving', 'feedback', 'after', 'usage', 'within', 'a', 'week', 'phone', 'getting', 'hang', 'taking', 'more', 'time', 'to', 'get', 'fully', 'charged', 'week', 'processor', 'suggest', 'to', 'dont', 'go', 'with', 'more']","['one', 'worst', 'phone', 'ever', 'seen', 'un', 'worth', 'money', 'give', 'feedback', 'usag', 'within', 'week', 'phone', 'get', 'hang', 'take', 'time', 'get', 'fulli', 'charg', 'week', 'processor', 'suggest', 'dont', 'go']",one worst phone ever seen un worth money give feedback usag within week phone get hang take time get fulli charg week processor suggest dont go
36,KAMRUZ ZAMAN LASKAR,just wow,4,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
37,Gokul Varma,delightful,5,very nice products,"['very', 'nice', 'products']","['very', 'nice', 'products']","['nice', 'product']",nice product
38,KHAJIPETA  ASHFAK HUSSAIN ,brilliant,4,superb phone,"['superb', 'phone']","['superb', 'phone']","['superb', 'phone']",superb phone
39,Prasenjit Halder,valueformoney,1,nice,['nice'],['nice'],['nice'],nice
40,Sudip Singha,mindblowing purchase,5,awsome,['awsome'],['awsome'],['awsom'],awsom
41,Tapeshwar Negi,best in the market,5,so good as usua a samsung products ,"['so', 'good', 'as', 'usua', 'a', 'samsung', 'products']","['so', 'good', 'as', 'usua', 'a', 'samsung', 'products']","['good', 'usua', 'samsung', 'product']",good usua samsung product
42,Flipkart Customer,simply awesome,5,i am using this handset from lastdayseverything is excellent in this handsetcameradesignbattery backup if samsung would have used other processor they would have captured more market for this handsetsamsung have lost market share because using same processor for too many handsetsi dont no why many people have given negative feedback for this handset gooddecent handset formore,"['i', 'am', 'using', 'this', 'handset', 'from', 'lastdayseverything', 'is', 'excellent', 'in', 'this', 'handsetcameradesignbattery', 'backup', 'if', 'samsung', 'would', 'have', 'used', 'other', 'processor', 'they', 'would', 'have', 'captured', 'more', 'market', 'for', 'this', 'handsetsamsung', 'have', 'lost', 'market', 'share', 'because', 'using', 'same', 'processor', 'for', 'too', 'many', 'handsetsi', 'dont', 'no', 'why', 'many', 'people', 'have', 'given', 'negative', 'feedback', 'for', 'this', 'handset', 'gooddecent', 'handset', 'formore']","['i', 'am', 'using', 'this', 'handset', 'from', 'last', 'days', 'everything', 'is', 'excellent', 'in', 'this', 'handset', 'camera', 'design', 'battery', 'backup', 'if', 'samsung', 'would', 'have', 'used', 'other', 'processor', 'they', 'would', 'have', 'captured', 'more', 'market', 'for', 'this', 'handset', 'samsung', 'have', 'lost', 'market', 'share', 'because', 'using', 'same', 'processor', 'for', 'too', 'many', 'handsets', 'i', 'dont', 'no', 'why', 'many', 'people', 'have', 'given', 'negative', 'feedback', 'for', 'this', 'handset', 'good', 'decent', 'handset', 'for', 'more']","['use', 'handset', 'last', 'day', 'everyth', 'excel', 'handset', 'camera', 'design', 'batteri', 'backup', 'samsung', 'would', 'use', 'processor', 'would', 'captur', 'market', 'handset', 'samsung', 'lost', 'market', 'share', 'use', 'processor', 'mani', 'handset', 'dont', 'mani', 'peopl', 'given', 'neg', 'feedback', 'handset', 'good', 'decent', 'handset']",use handset last day everyth excel handset camera design batteri backup samsung would use processor would captur market handset samsung lost market share use processor mani handset dont mani peopl given neg feedback handset good decent handset
43,Flipkart Customer,nice,3,camera okbattery charging taking long time and draining out quickly,"['camera', 'okbattery', 'charging', 'taking', 'long', 'time', 'and', 'draining', 'out', 'quickly']","['camera', 'ok', 'battery', 'charging', 'taking', 'long', 'time', 'and', 'draining', 'out', 'quickly']","['camera', 'ok', 'batteri', 'charg', 'take', 'long', 'time', 'drain', 'quickli']",camera ok batteri charg take long time drain quickli
44,Nikhil Gite,fair,3,good,['good'],['good'],['good'],good
45,Devyani Vaghela,decent product,3,battery not running well draining so fast,"['battery', 'not', 'running', 'well', 'draining', 'so', 'fast']","['battery', 'not', 'running', 'well', 'draining', 'so', 'fast']","['batteri', 'not', 'run', 'well', 'drain', 'fast']",batteri not run well drain fast
46,Flipkart Customer,wonderful,5,best phone underwant a phone under eighteen thousand buy this phone,"['best', 'phone', 'underwant', 'a', 'phone', 'under', 'eighteen', 'thousand', 'buy', 'this', 'phone']","['best', 'phone', 'under', 'want', 'a', 'phone', 'under', 'eighteen', 'thousand', 'buy', 'this', 'phone']","['best', 'phone', 'want', 'phone', 'eighteen', 'thousand', 'buy', 'phone']",best phone want phone eighteen thousand buy phone
47,Flipkart Customer,good quality product,4,good,['good'],['good'],['good'],good
48,shahnawaj ansari Ansari,good choice,4,good,['good'],['good'],['good'],good
49,Ankit Darmora,pretty good,4,camera is really awesomebattery is good performance wise only good for daily use,"['camera', 'is', 'really', 'awesomebattery', 'is', 'good', 'performance', 'wise', 'only', 'good', 'for', 'daily', 'use']","['camera', 'is', 'really', 'awesome', 'battery', 'is', 'good', 'performance', 'wise', 'only', 'good', 'for', 'daily', 'use']","['camera', 'realli', 'awesom', 'batteri', 'good', 'perform', 'wise', 'good', 'daili', 'use']",camera realli awesom batteri good perform wise good daili use
50,vishnu kumar,worth every penny,5,good product,"['good', 'product']","['good', 'product']","['good', 'product']",good product
51,Flipkart Customer,excellent,5,value for money,"['value', 'for', 'money']","['value', 'for', 'money']","['valu', 'money']",valu money
52,Kongu  Dharan ,utterly disappointed,3,dont this samsungwaste of money this nodraining very quicklyi hate it,"['dont', 'this', 'samsungwaste', 'of', 'money', 'this', 'nodraining', 'very', 'quicklyi', 'hate', 'it']","['dont', 'this', 'samsung', 'waste', 'of', 'money', 'this', 'no', 'draining', 'very', 'quickly', 'i', 'hate', 'it']","['dont', 'samsung', 'wast', 'money', 'drain', 'quickli', 'hate']",dont samsung wast money drain quickli hate
53,Murugan G,does the job,4,good,['good'],['good'],['good'],good
54,maddu lovaraju,nice product,5,good,['good'],['good'],['good'],good
55,Rishabh  Shukla,not good,5,worst batterysamsung is cheating the customers samsung is givingbattery still battery drain so fast even in normal usage samsung is doing fraudplease dont go with samsung if there will be no battery then how one is going to use other performance and features fast charger is so cheap quality that it takeshours to charge entire phone still phone battery drains fast,"['worst', 'batterysamsung', 'is', 'cheating', 'the', 'customers', 'samsung', 'is', 'givingbattery', 'still', 'battery', 'drain', 'so', 'fast', 'even', 'in', 'normal', 'usage', 'samsung', 'is', 'doing', 'fraudplease', 'dont', 'go', 'with', 'samsung', 'if', 'there', 'will', 'be', 'no', 'battery', 'then', 'how', 'one', 'is', 'going', 'to', 'use', 'other', 'performance', 'and', 'features', 'fast', 'charger', 'is', 'so', 'cheap', 'quality', 'that', 'it', 'takeshours', 'to', 'charge', 'entire', 'phone', 'still', 'phone', 'battery', 'drains', 'fast']","['worst', 'battery', 'samsung', 'is', 'cheating', 'the', 'customers', 'samsung', 'is', 'giving', 'battery', 'still', 'battery', 'drain', 'so', 'fast', 'even', 'in', 'normal', 'usage', 'samsung', 'is', 'doing', 'fraud', 'please', 'dont', 'go', 'with', 'samsung', 'if', 'there', 'will', 'be', 'no', 'battery', 'then', 'how', 'one', 'is', 'going', 'to', 'use', 'other', 'performance', 'and', 'features', 'fast', 'charger', 'is', 'so', 'cheap', 'quality', 'that', 'it', 'takes', 'hours', 'to', 'charge', 'entire', 'phone', 'still', 'phone', 'battery', 'drains', 'fast']","['worst', 'batteri', 'samsung', 'cheat', 'custom', 'samsung', 'give', 'batteri', 'still', 'batteri', 'drain', 'fast', 'even', 'normal', 'usag', 'samsung', 'fraud', 'pleas', 'dont', 'go', 'samsung', 'batteri', 'one', 'go', 'use', 'perform', 'featur', 'fast', 'charger', 'cheap', 'qualiti', 'take', 'hour', 'charg', 'entir', 'phone', 'still', 'phone', 'batteri', 'drain', 'fast']",worst batteri samsung cheat custom samsung give batteri still batteri drain fast even normal usag samsung fraud pleas dont go samsung batteri one go use perform featur fast charger cheap qualiti take hour charg entir phone still phone batteri drain fast
56,Salman Khan,useless product,4,verry poor performance selfi camera verry poor phone heat when charge,"['verry', 'poor', 'performance', 'selfi', 'camera', 'verry', 'poor', 'phone', 'heat', 'when', 'charge']","['verry', 'poor', 'performance', 'self', 'i', 'camera', 'verry', 'poor', 'phone', 'heat', 'when', 'charge']","['verri', 'poor', 'perform', 'self', 'camera', 'verri', 'poor', 'phone', 'heat', 'charg']",verri poor perform self camera verri poor phone heat charg
57,Javed Momin,brilliant,2,excellent,['excellent'],['excellent'],['excel'],excel
58,Suryabhan Maurya,best in the market,1,good,['good'],['good'],['good'],good
59,Ashutosh Kansal,good quality product,1,fantastic phone in such rangeexcellent camera quality but night camera not goodmuch,"['fantastic', 'phone', 'in', 'such', 'rangeexcellent', 'camera', 'quality', 'but', 'night', 'camera', 'not', 'goodmuch']","['fantastic', 'phone', 'in', 'such', 'range', 'excellent', 'camera', 'quality', 'but', 'night', 'camera', 'not', 'good', 'much']","['fantast', 'phone', 'rang', 'excel', 'camera', 'qualiti', 'night', 'camera', 'not', 'good', 'much']",fantast phone rang excel camera qualiti night camera not good much
60,Ankit Kumar,very good,4,quite impressed by the camerabatteryui have been using and phones for almostyears and this is my first samsung phone just love the ui experience to be honest got tons of useful featuresits not snapy unlike my old phonebut ok considering the price range it got many other features which justify the price,"['quite', 'impressed', 'by', 'the', 'camerabatteryui', 'have', 'been', 'using', 'and', 'phones', 'for', 'almostyears', 'and', 'this', 'is', 'my', 'first', 'samsung', 'phone', 'just', 'love', 'the', 'ui', 'experience', 'to', 'be', 'honest', 'got', 'tons', 'of', 'useful', 'featuresits', 'not', 'snapy', 'unlike', 'my', 'old', 'phonebut', 'ok', 'considering', 'the', 'price', 'range', 'it', 'got', 'many', 'other', 'features', 'which', 'justify', 'the', 'price']","['quite', 'impressed', 'by', 'the', 'camera', 'battery', 'ui', 'have', 'been', 'using', 'and', 'phones', 'for', 'almost', 'years', 'and', 'this', 'is', 'my', 'first', 'samsung', 'phone', 'just', 'love', 'the', 'ui', 'experience', 'to', 'be', 'honest', 'got', 'tons', 'of', 'useful', 'features', 'its', 'not', 'snap', 'y', 'unlike', 'my', 'old', 'phone', 'but', 'ok', 'considering', 'the', 'price', 'range', 'it', 'got', 'many', 'other', 'features', 'which', 'justify', 'the', 'price']","['quit', 'impress', 'camera', 'batteri', 'ui', 'use', 'phone', 'almost', 'year', 'first', 'samsung', 'phone', 'love', 'ui', 'experi', 'honest', 'got', 'ton', 'use', 'featur', 'not', 'snap', 'unlik', 'old', 'phone', 'ok', 'consid', 'price', 'rang', 'got', 'mani', 'featur', 'justifi', 'price']",quit impress camera batteri ui use phone almost year first samsung phone love ui experi honest got ton use featur not snap unlik old phone ok consid price rang got mani featur justifi price
61,Ravindra  Baditya,expected a better product,5,camaraquality is not satisfied,"['camaraquality', 'is', 'not', 'satisfied']","['camara', 'quality', 'is', 'not', 'satisfied']","['camara', 'qualiti', 'not', 'satisfi']",camara qualiti not satisfi
62,SOhom Das,worth every penny,4,good,['good'],['good'],['good'],good
63,Ramakrishna,waste of money,5,display heating very quickly dont cheat this is notbattery draining with inhalf day gui worst camera not fullfil the min expectation apps are hanging pls dont cheat peoples dont waste it money really disappointed i lost my money flipkart i never expect from u,"['display', 'heating', 'very', 'quickly', 'dont', 'cheat', 'this', 'is', 'notbattery', 'draining', 'with', 'inhalf', 'day', 'gui', 'worst', 'camera', 'not', 'fullfil', 'the', 'min', 'expectation', 'apps', 'are', 'hanging', 'pls', 'dont', 'cheat', 'peoples', 'dont', 'waste', 'it', 'money', 'really', 'disappointed', 'i', 'lost', 'my', 'money', 'flipkart', 'i', 'never', 'expect', 'from', 'u']","['display', 'heating', 'very', 'quickly', 'dont', 'cheat', 'this', 'is', 'not', 'battery', 'draining', 'with', 'in', 'half', 'day', 'gui', 'worst', 'camera', 'not', 'fullfil', 'the', 'min', 'expectation', 'apps', 'are', 'hanging', 'pls', 'dont', 'cheat', 'peoples', 'dont', 'waste', 'it', 'money', 'really', 'disappointed', 'i', 'lost', 'my', 'money', 'flip', 'kart', 'i', 'never', 'expect', 'from', 'u']","['display', 'heat', 'quickli', 'dont', 'cheat', 'not', 'batteri', 'drain', 'half', 'day', 'gui', 'worst', 'camera', 'not', 'fullfil', 'min', 'expect', 'app', 'hang', 'pl', 'dont', 'cheat', 'peopl', 'dont', 'wast', 'money', 'realli', 'disappoint', 'lost', 'money', 'flip', 'kart', 'never', 'expect', 'u']",display heat quickli dont cheat not batteri drain half day gui worst camera not fullfil min expect app hang pl dont cheat peopl dont wast money realli disappoint lost money flip kart never expect u
64,Flipkart Customer,good quality product,3,good,['good'],['good'],['good'],good
65,Shamshad  Ali,just wow,3,very good,"['very', 'good']","['very', 'good']",['good'],good
66,Aloka Kumar  Rout,good,5,normal phone,"['normal', 'phone']","['normal', 'phone']","['normal', 'phone']",normal phone
67,Arpit Patel ,good,2,nice phone,"['nice', 'phone']","['nice', 'phone']","['nice', 'phone']",nice phone
68,Subrat Kumar Satpathy,excellent,1,very beautiful phone from a brand like samsung such a affordable price just go for it,"['very', 'beautiful', 'phone', 'from', 'a', 'brand', 'like', 'samsung', 'such', 'a', 'affordable', 'price', 'just', 'go', 'for', 'it']","['very', 'beautiful', 'phone', 'from', 'a', 'brand', 'like', 'samsung', 'such', 'a', 'affordable', 'price', 'just', 'go', 'for', 'it']","['beauti', 'phone', 'brand', 'like', 'samsung', 'afford', 'price', 'go']",beauti phone brand like samsung afford price go
69,Dr A K Awasthi ,terrible product,1,useless not satisfied,"['useless', 'not', 'satisfied']","['useless', 'not', 'satisfied']","['useless', 'not', 'satisfi']",useless not satisfi
70,IRFAN KHAN,slightly disappointed,3,samsung claiming the battery is aboutbut it doesnt last full one day,"['samsung', 'claiming', 'the', 'battery', 'is', 'aboutbut', 'it', 'doesnt', 'last', 'full', 'one', 'day']","['samsung', 'claiming', 'the', 'battery', 'is', 'about', 'but', 'it', 'doesnt', 'last', 'full', 'one', 'day']","['samsung', 'claim', 'batteri', 'doesnt', 'last', 'full', 'one', 'day']",samsung claim batteri doesnt last full one day
71,SUPRIYO PAL,nice,5,camera quality is not so good samsung saysmp but reality is look like very cheap same as front camera mentionedmp but very low quality selfi camera pictures looks reddishyellow tone but this is value for money mobile itsaverage set if u purchase within then its ok,"['camera', 'quality', 'is', 'not', 'so', 'good', 'samsung', 'saysmp', 'but', 'reality', 'is', 'look', 'like', 'very', 'cheap', 'same', 'as', 'front', 'camera', 'mentionedmp', 'but', 'very', 'low', 'quality', 'selfi', 'camera', 'pictures', 'looks', 'reddishyellow', 'tone', 'but', 'this', 'is', 'value', 'for', 'money', 'mobile', 'itsaverage', 'set', 'if', 'u', 'purchase', 'within', 'then', 'its', 'ok']","['camera', 'quality', 'is', 'not', 'so', 'good', 'samsung', 'says', 'mp', 'but', 'reality', 'is', 'look', 'like', 'very', 'cheap', 'same', 'as', 'front', 'camera', 'mentioned', 'mp', 'but', 'very', 'low', 'quality', 'self', 'i', 'camera', 'pictures', 'looks', 'reddish', 'yellow', 'tone', 'but', 'this', 'is', 'value', 'for', 'money', 'mobile', 'its', 'average', 'set', 'if', 'u', 'purchase', 'within', 'then', 'its', 'ok']","['camera', 'qualiti', 'not', 'good', 'samsung', 'say', 'mp', 'realiti', 'look', 'like', 'cheap', 'front', 'camera', 'mention', 'mp', 'low', 'qualiti', 'self', 'camera', 'pictur', 'look', 'reddish', 'yellow', 'tone', 'valu', 'money', 'mobil', 'averag', 'set', 'u', 'purchas', 'within', 'ok']",camera qualiti not good samsung say mp realiti look like cheap front camera mention mp low qualiti self camera pictur look reddish yellow tone valu money mobil averag set u purchas within ok
72,honnareddy Reddy,worth every penny,4,excellent mobile,"['excellent', 'mobile']","['excellent', 'mobile']","['excel', 'mobil']",excel mobil
73,Donthu Venkat,terrible product,5,not good,"['not', 'good']","['not', 'good']","['not', 'good']",not good
