,User Name,Heading,Rating,Review,tokens,tokens_seg,tokens_stem,review1
10,Flipkart Customer,simply awesome,5,awesom product from my point of view redmiis the only must buy mobile phone for moderate budget people the battery display and ramrom performs well the speaker has hugecrystal clear voice and the look is so hotattractive that this phone dominates in front of other high budget phonesas such all color varients are better but i own the emerald green varient which is the best awesomeappreciatedpraised by all whoever see it,"['awesom', 'product', 'from', 'my', 'point', 'of', 'view', 'redmiis', 'the', 'only', 'must', 'buy', 'mobile', 'phone', 'for', 'moderate', 'budget', 'people', 'the', 'battery', 'display', 'and', 'ramrom', 'performs', 'well', 'the', 'speaker', 'has', 'hugecrystal', 'clear', 'voice', 'and', 'the', 'look', 'is', 'so', 'hotattractive', 'that', 'this', 'phone', 'dominates', 'in', 'front', 'of', 'other', 'high', 'budget', 'phonesas', 'such', 'all', 'color', 'varients', 'are', 'better', 'but', 'i', 'own', 'the', 'emerald', 'green', 'varient', 'which', 'is', 'the', 'best', 'awesomeappreciatedpraised', 'by', 'all', 'whoever', 'see', 'it']","['a', 'we', 'som', 'product', 'from', 'my', 'point', 'of', 'view', 'red', 'mi', 'is', 'the', 'only', 'must', 'buy', 'mobile', 'phone', 'for', 'moderate', 'budget', 'people', 'the', 'battery', 'display', 'and', 'ram', 'rom', 'performs', 'well', 'the', 'speaker', 'has', 'huge', 'crystal', 'clear', 'voice', 'and', 'the', 'look', 'is', 'so', 'hot', 'attractive', 'that', 'this', 'phone', 'dominates', 'in', 'front', 'of', 'other', 'high', 'budget', 'phones', 'as', 'such', 'all', 'color', 'varients', 'are', 'better', 'but', 'i', 'own', 'the', 'emerald', 'green', 'varient', 'which', 'is', 'the', 'best', 'awesome', 'appreciated', 'praised', 'by', 'all', 'whoever', 'see', 'it']","['som', 'product', 'point', 'view', 'red', 'mi', 'must', 'buy', 'mobil', 'phone', 'moder', 'budget', 'peopl', 'batteri', 'display', 'ram', 'rom', 'perform', 'well', 'speaker', 'huge', 'crystal', 'clear', 'voic', 'look', 'hot', 'attract', 'phone', 'domin', 'front', 'high', 'budget', 'phone', 'color', 'varient', 'better', 'emerald', 'green', 'varient', 'best', 'awesom', 'appreci', 'prais', 'whoever', 'see']",som product point view red mi must buy mobil phone moder budget peopl batteri display ram rom perform well speaker huge crystal clear voic look hot attract phone domin front high budget phone color varient better emerald green varient best awesom appreci prais whoever see
11,Sayon Gorai,moderate,4,honest review from a honest buyer i know there are lot of pros but one major con is making everything in this phone bad ie the processor the phone is very slowthe fingerprint sensor the application handling the typing in keyboard so overall if you are looking for a secondary phone only for calls then you can go for it otherwise in this range go for asus who also has the same configuration in terms of battery and ram but with a far fast processor black colour model is a big turno,"['honest', 'review', 'from', 'a', 'honest', 'buyer', 'i', 'know', 'there', 'are', 'lot', 'of', 'pros', 'but', 'one', 'major', 'con', 'is', 'making', 'everything', 'in', 'this', 'phone', 'bad', 'ie', 'the', 'processor', 'the', 'phone', 'is', 'very', 'slowthe', 'fingerprint', 'sensor', 'the', 'application', 'handling', 'the', 'typing', 'in', 'keyboard', 'so', 'overall', 'if', 'you', 'are', 'looking', 'for', 'a', 'secondary', 'phone', 'only', 'for', 'calls', 'then', 'you', 'can', 'go', 'for', 'it', 'otherwise', 'in', 'this', 'range', 'go', 'for', 'asus', 'who', 'also', 'has', 'the', 'same', 'configuration', 'in', 'terms', 'of', 'battery', 'and', 'ram', 'but', 'with', 'a', 'far', 'fast', 'processor', 'black', 'colour', 'model', 'is', 'a', 'big', 'turno']","['honest', 'review', 'from', 'a', 'honest', 'buyer', 'i', 'know', 'there', 'are', 'lot', 'of', 'pros', 'but', 'one', 'major', 'con', 'is', 'making', 'everything', 'in', 'this', 'phone', 'bad', 'ie', 'the', 'processor', 'the', 'phone', 'is', 'very', 'slow', 'the', 'fingerprint', 'sensor', 'the', 'application', 'handling', 'the', 'typing', 'in', 'keyboard', 'so', 'overall', 'if', 'you', 'are', 'looking', 'for', 'a', 'secondary', 'phone', 'only', 'for', 'calls', 'then', 'you', 'can', 'go', 'for', 'it', 'otherwise', 'in', 'this', 'range', 'go', 'for', 'asus', 'who', 'also', 'has', 'the', 'same', 'configuration', 'in', 'terms', 'of', 'battery', 'and', 'ram', 'but', 'with', 'a', 'far', 'fast', 'processor', 'black', 'colour', 'model', 'is', 'a', 'big', 'turno']","['honest', 'review', 'honest', 'buyer', 'know', 'lot', 'pro', 'one', 'major', 'con', 'make', 'everyth', 'phone', 'bad', 'ie', 'processor', 'phone', 'slow', 'fingerprint', 'sensor', 'applic', 'handl', 'type', 'keyboard', 'overal', 'look', 'secondari', 'phone', 'call', 'go', 'otherwis', 'rang', 'go', 'asu', 'also', 'configur', 'term', 'batteri', 'ram', 'far', 'fast', 'processor', 'black', 'colour', 'model', 'big', 'turno']",honest review honest buyer know lot pro one major con make everyth phone bad ie processor phone slow fingerprint sensor applic handl type keyboard overal look secondari phone call go otherwis rang go asu also configur term batteri ram far fast processor black colour model big turno
12,Gourav Singh,wonderful,5,good phone and battery camera goodprocessor is good but according to money not goodand displayis also good but according to money it is not good all over a good phone,"['good', 'phone', 'and', 'battery', 'camera', 'goodprocessor', 'is', 'good', 'but', 'according', 'to', 'money', 'not', 'goodand', 'displayis', 'also', 'good', 'but', 'according', 'to', 'money', 'it', 'is', 'not', 'good', 'all', 'over', 'a', 'good', 'phone']","['good', 'phone', 'and', 'battery', 'camera', 'good', 'processor', 'is', 'good', 'but', 'according', 'to', 'money', 'not', 'good', 'and', 'display', 'is', 'also', 'good', 'but', 'according', 'to', 'money', 'it', 'is', 'not', 'good', 'all', 'over', 'a', 'good', 'phone']","['good', 'phone', 'batteri', 'camera', 'good', 'processor', 'good', 'accord', 'money', 'not', 'good', 'display', 'also', 'good', 'accord', 'money', 'not', 'good', 'good', 'phone']",good phone batteri camera good processor good accord money not good display also good accord money not good good phone
13,Ameya  Banavali,worst experience ever,5,nothing good about this phone other than the costits heavythe display is dull the rear camera is as good as amegapixel selfies are auto beautified so the face looks digitally enhanced performance wise to there is a lot of lag it took me approxsecs to load up the google pageall in all this phone is like a all in one tool kit with half the tools missingrusty,"['nothing', 'good', 'about', 'this', 'phone', 'other', 'than', 'the', 'costits', 'heavythe', 'display', 'is', 'dull', 'the', 'rear', 'camera', 'is', 'as', 'good', 'as', 'amegapixel', 'selfies', 'are', 'auto', 'beautified', 'so', 'the', 'face', 'looks', 'digitally', 'enhanced', 'performance', 'wise', 'to', 'there', 'is', 'a', 'lot', 'of', 'lag', 'it', 'took', 'me', 'approxsecs', 'to', 'load', 'up', 'the', 'google', 'pageall', 'in', 'all', 'this', 'phone', 'is', 'like', 'a', 'all', 'in', 'one', 'tool', 'kit', 'with', 'half', 'the', 'tools', 'missingrusty']","['nothing', 'good', 'about', 'this', 'phone', 'other', 'than', 'the', 'cost', 'its', 'heavy', 'the', 'display', 'is', 'dull', 'the', 'rear', 'camera', 'is', 'as', 'good', 'as', 'a', 'megapixel', 'self', 'ies', 'are', 'auto', 'beautified', 'so', 'the', 'face', 'looks', 'digitally', 'enhanced', 'performance', 'wise', 'to', 'there', 'is', 'a', 'lot', 'of', 'lag', 'it', 'took', 'me', 'approx', 'secs', 'to', 'load', 'up', 'the', 'google', 'page', 'all', 'in', 'all', 'this', 'phone', 'is', 'like', 'a', 'all', 'in', 'one', 'tool', 'kit', 'with', 'half', 'the', 'tools', 'missing', 'rusty']","['noth', 'good', 'phone', 'cost', 'heavi', 'display', 'dull', 'rear', 'camera', 'good', 'megapixel', 'self', 'i', 'auto', 'beautifi', 'face', 'look', 'digit', 'enhanc', 'perform', 'wise', 'lot', 'lag', 'took', 'approx', 'sec', 'load', 'googl', 'page', 'phone', 'like', 'one', 'tool', 'kit', 'half', 'tool', 'miss', 'rusti']",noth good phone cost heavi display dull rear camera good megapixel self i auto beautifi face look digit enhanc perform wise lot lag took approx sec load googl page phone like one tool kit half tool miss rusti
14,Kanishka Mudgal,great product,5,i got this phone within two days the delivery service was awesome and the mobile is super amazingif youre planning to order this phonego for the green colour as it is mesmerizing my family and all my friends loved the colour tooit comes withram also in this price which is a bonus just go for it,"['i', 'got', 'this', 'phone', 'within', 'two', 'days', 'the', 'delivery', 'service', 'was', 'awesome', 'and', 'the', 'mobile', 'is', 'super', 'amazingif', 'youre', 'planning', 'to', 'order', 'this', 'phonego', 'for', 'the', 'green', 'colour', 'as', 'it', 'is', 'mesmerizing', 'my', 'family', 'and', 'all', 'my', 'friends', 'loved', 'the', 'colour', 'tooit', 'comes', 'withram', 'also', 'in', 'this', 'price', 'which', 'is', 'a', 'bonus', 'just', 'go', 'for', 'it']","['i', 'got', 'this', 'phone', 'within', 'two', 'days', 'the', 'delivery', 'service', 'was', 'awesome', 'and', 'the', 'mobile', 'is', 'super', 'amazing', 'if', 'your', 'e', 'planning', 'to', 'order', 'this', 'phone', 'go', 'for', 'the', 'green', 'colour', 'as', 'it', 'is', 'mesmerizing', 'my', 'family', 'and', 'all', 'my', 'friends', 'loved', 'the', 'colour', 'too', 'it', 'comes', 'with', 'ram', 'also', 'in', 'this', 'price', 'which', 'is', 'a', 'bonus', 'just', 'go', 'for', 'it']","['got', 'phone', 'within', 'two', 'day', 'deliveri', 'servic', 'awesom', 'mobil', 'super', 'amaz', 'e', 'plan', 'order', 'phone', 'go', 'green', 'colour', 'mesmer', 'famili', 'friend', 'love', 'colour', 'come', 'ram', 'also', 'price', 'bonu', 'go']",got phone within two day deliveri servic awesom mobil super amaz e plan order phone go green colour mesmer famili friend love colour come ram also price bonu go
15,Dilruban Ahmad,fabulous,4,this mobile is superb everything things is great battery backup camera display all is osm and its design is very impressive i like this mobile very much in this budget is mobile is superb you should go for it,"['this', 'mobile', 'is', 'superb', 'everything', 'things', 'is', 'great', 'battery', 'backup', 'camera', 'display', 'all', 'is', 'osm', 'and', 'its', 'design', 'is', 'very', 'impressive', 'i', 'like', 'this', 'mobile', 'very', 'much', 'in', 'this', 'budget', 'is', 'mobile', 'is', 'superb', 'you', 'should', 'go', 'for', 'it']","['this', 'mobile', 'is', 'superb', 'everything', 'things', 'is', 'great', 'battery', 'backup', 'camera', 'display', 'all', 'is', 'osm', 'and', 'its', 'design', 'is', 'very', 'impressive', 'i', 'like', 'this', 'mobile', 'very', 'much', 'in', 'this', 'budget', 'is', 'mobile', 'is', 'superb', 'you', 'should', 'go', 'for', 'it']","['mobil', 'superb', 'everyth', 'thing', 'great', 'batteri', 'backup', 'camera', 'display', 'osm', 'design', 'impress', 'like', 'mobil', 'much', 'budget', 'mobil', 'superb', 'go']",mobil superb everyth thing great batteri backup camera display osm design impress like mobil much budget mobil superb go
16,Modassar Khan,worth every penny,5,im happy to this mobile phone bettry is good value of money best is the best thank you flipkart,"['im', 'happy', 'to', 'this', 'mobile', 'phone', 'bettry', 'is', 'good', 'value', 'of', 'money', 'best', 'is', 'the', 'best', 'thank', 'you', 'flipkart']","['im', 'happy', 'to', 'this', 'mobile', 'phone', 'bet', 'try', 'is', 'good', 'value', 'of', 'money', 'best', 'is', 'the', 'best', 'thank', 'you', 'flip', 'kart']","['im', 'happi', 'mobil', 'phone', 'bet', 'tri', 'good', 'valu', 'money', 'best', 'best', 'thank', 'flip', 'kart']",im happi mobil phone bet tri good valu money best best thank flip kart
17,Dr. Pragnesh  Patni ,valueformoney,4,well its good for simple work and capture good pics internet speed is not good compare to others,"['well', 'its', 'good', 'for', 'simple', 'work', 'and', 'capture', 'good', 'pics', 'internet', 'speed', 'is', 'not', 'good', 'compare', 'to', 'others']","['well', 'its', 'good', 'for', 'simple', 'work', 'and', 'capture', 'good', 'pics', 'internet', 'speed', 'is', 'not', 'good', 'compare', 'to', 'others']","['well', 'good', 'simpl', 'work', 'captur', 'good', 'pic', 'internet', 'speed', 'not', 'good', 'compar', 'other']",well good simpl work captur good pic internet speed not good compar other
18,AS.  Husain,great product,2,camera is goodthe battery backup is strongat this cost that is amazing phonedue to heavy battery it have more weight like other mobileback design is awesomeyou can purchase without any hesitation,"['camera', 'is', 'goodthe', 'battery', 'backup', 'is', 'strongat', 'this', 'cost', 'that', 'is', 'amazing', 'phonedue', 'to', 'heavy', 'battery', 'it', 'have', 'more', 'weight', 'like', 'other', 'mobileback', 'design', 'is', 'awesomeyou', 'can', 'purchase', 'without', 'any', 'hesitation']","['camera', 'is', 'good', 'the', 'battery', 'backup', 'is', 'strong', 'at', 'this', 'cost', 'that', 'is', 'amazing', 'phone', 'due', 'to', 'heavy', 'battery', 'it', 'have', 'more', 'weight', 'like', 'other', 'mobile', 'back', 'design', 'is', 'awesome', 'you', 'can', 'purchase', 'without', 'any', 'hesitation']","['camera', 'good', 'batteri', 'backup', 'strong', 'cost', 'amaz', 'phone', 'due', 'heavi', 'batteri', 'weight', 'like', 'mobil', 'back', 'design', 'awesom', 'purchas', 'without', 'hesit']",camera good batteri backup strong cost amaz phone due heavi batteri weight like mobil back design awesom purchas without hesit
19,Flipkart Customer,delightful,1,have received the product today and the phone looks great battery back up is excellent till now camera is satisfactoryscreen size is good and in terms of performancegb ram do justify thatover all a good budget smartphone,"['have', 'received', 'the', 'product', 'today', 'and', 'the', 'phone', 'looks', 'great', 'battery', 'back', 'up', 'is', 'excellent', 'till', 'now', 'camera', 'is', 'satisfactoryscreen', 'size', 'is', 'good', 'and', 'in', 'terms', 'of', 'performancegb', 'ram', 'do', 'justify', 'thatover', 'all', 'a', 'good', 'budget', 'smartphone']","['have', 'received', 'the', 'product', 'today', 'and', 'the', 'phone', 'looks', 'great', 'battery', 'back', 'up', 'is', 'excellent', 'till', 'now', 'camera', 'is', 'satisfactory', 'screen', 'size', 'is', 'good', 'and', 'in', 'terms', 'of', 'performance', 'gb', 'ram', 'do', 'justify', 'that', 'over', 'all', 'a', 'good', 'budget', 'smartphone']","['receiv', 'product', 'today', 'phone', 'look', 'great', 'batteri', 'back', 'excel', 'till', 'camera', 'satisfactori', 'screen', 'size', 'good', 'term', 'perform', 'gb', 'ram', 'justifi', 'good', 'budget', 'smartphon']",receiv product today phone look great batteri back excel till camera satisfactori screen size good term perform gb ram justifi good budget smartphon
20,PREMCHANDRA DIWAKAR,worth every penny,5,very fast delivery by flipkart excellent phone battery backup is powerfulmy suggestion for this price very good optionthank you so much flipkart i love it,"['very', 'fast', 'delivery', 'by', 'flipkart', 'excellent', 'phone', 'battery', 'backup', 'is', 'powerfulmy', 'suggestion', 'for', 'this', 'price', 'very', 'good', 'optionthank', 'you', 'so', 'much', 'flipkart', 'i', 'love', 'it']","['very', 'fast', 'delivery', 'by', 'flip', 'kart', 'excellent', 'phone', 'battery', 'backup', 'is', 'powerful', 'my', 'suggestion', 'for', 'this', 'price', 'very', 'good', 'option', 'thank', 'you', 'so', 'much', 'flip', 'kart', 'i', 'love', 'it']","['fast', 'deliveri', 'flip', 'kart', 'excel', 'phone', 'batteri', 'backup', 'power', 'suggest', 'price', 'good', 'option', 'thank', 'much', 'flip', 'kart', 'love']",fast deliveri flip kart excel phone batteri backup power suggest price good option thank much flip kart love
21,Sk.Sahina  Siraz,classy product,5,excellent smartphone presented by xiaomi brandxiaomi redmiruby redstorage capacityramgb rom expandable uptogb screen size cmhd largr display rear cameramp camera front camera resolutio,"['excellent', 'smartphone', 'presented', 'by', 'xiaomi', 'brandxiaomi', 'redmiruby', 'redstorage', 'capacityramgb', 'rom', 'expandable', 'uptogb', 'screen', 'size', 'cmhd', 'largr', 'display', 'rear', 'cameramp', 'camera', 'front', 'camera', 'resolutio']","['excellent', 'smartphone', 'presented', 'by', 'xiao', 'mi', 'brand', 'xiao', 'mi', 'red', 'mi', 'ruby', 'red', 'storage', 'capacity', 'ram', 'gb', 'rom', 'expandable', 'up', 'to', 'gb', 'screen', 'size', 'cm', 'hd', 'larg', 'r', 'display', 'rear', 'camera', 'mp', 'camera', 'front', 'camera', 're', 'solutio']","['excel', 'smartphon', 'present', 'xiao', 'mi', 'brand', 'xiao', 'mi', 'red', 'mi', 'rubi', 'red', 'storag', 'capac', 'ram', 'gb', 'rom', 'expand', 'gb', 'screen', 'size', 'cm', 'hd', 'larg', 'r', 'display', 'rear', 'camera', 'mp', 'camera', 'front', 'camera', 'solutio']",excel smartphon present xiao mi brand xiao mi red mi rubi red storag capac ram gb rom expand gb screen size cm hd larg r display rear camera mp camera front camera solutio
22,Flipkart Customer,just wow,5,very nice mobile its display is very nice and the camera is also very nice thankyou flipkart for giving this good product,"['very', 'nice', 'mobile', 'its', 'display', 'is', 'very', 'nice', 'and', 'the', 'camera', 'is', 'also', 'very', 'nice', 'thankyou', 'flipkart', 'for', 'giving', 'this', 'good', 'product']","['very', 'nice', 'mobile', 'its', 'display', 'is', 'very', 'nice', 'and', 'the', 'camera', 'is', 'also', 'very', 'nice', 'thank', 'you', 'flip', 'kart', 'for', 'giving', 'this', 'good', 'product']","['nice', 'mobil', 'display', 'nice', 'camera', 'also', 'nice', 'thank', 'flip', 'kart', 'give', 'good', 'product']",nice mobil display nice camera also nice thank flip kart give good product
23,Badroddin S,best in the market,5,attractive colour n specs value for money product if u r not giving more importance to camera then this is the right one for u battery capacity stylish memory space all worthy at this price mi rocks ,"['attractive', 'colour', 'n', 'specs', 'value', 'for', 'money', 'product', 'if', 'u', 'r', 'not', 'giving', 'more', 'importance', 'to', 'camera', 'then', 'this', 'is', 'the', 'right', 'one', 'for', 'u', 'battery', 'capacity', 'stylish', 'memory', 'space', 'all', 'worthy', 'at', 'this', 'price', 'mi', 'rocks']","['attractive', 'colour', 'n', 'specs', 'value', 'for', 'money', 'product', 'if', 'u', 'r', 'not', 'giving', 'more', 'importance', 'to', 'camera', 'then', 'this', 'is', 'the', 'right', 'one', 'for', 'u', 'battery', 'capacity', 'stylish', 'memory', 'space', 'all', 'worthy', 'at', 'this', 'price', 'mi', 'rocks']","['attract', 'colour', 'n', 'spec', 'valu', 'money', 'product', 'u', 'r', 'not', 'give', 'import', 'camera', 'right', 'one', 'u', 'batteri', 'capac', 'stylish', 'memori', 'space', 'worthi', 'price', 'mi', 'rock']",attract colour n spec valu money product u r not give import camera right one u batteri capac stylish memori space worthi price mi rock
24,Muhmmad Ahmad,fabulous,5,very nice mobile phonecolour is best and display super and camera quality is best,"['very', 'nice', 'mobile', 'phonecolour', 'is', 'best', 'and', 'display', 'super', 'and', 'camera', 'quality', 'is', 'best']","['very', 'nice', 'mobile', 'phone', 'colour', 'is', 'best', 'and', 'display', 'super', 'and', 'camera', 'quality', 'is', 'best']","['nice', 'mobil', 'phone', 'colour', 'best', 'display', 'super', 'camera', 'qualiti', 'best']",nice mobil phone colour best display super camera qualiti best
