,User Name,Heading,Rating,Review,tokens,tokens_seg,tokens_stem,review1
33,muhammed shibili,terrific,5,its good performance,"['its', 'good', 'performance']","['its', 'good', 'performance']","['good', 'perform']",good perform
34,TAMILSELVAN  K,classy product,5,good,['good'],['good'],['good'],good
35,Flipkart Customer,fabulous,5,nice product best at this price,"['nice', 'product', 'best', 'at', 'this', 'price']","['nice', 'product', 'best', 'at', 'this', 'price']","['nice', 'product', 'best', 'price']",nice product best price
36,Sathya Ganesan,worth every penny,5,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
37,jasvir singh,decent product,3,very poor performanceram but work likegb not a good product,"['very', 'poor', 'performanceram', 'but', 'work', 'likegb', 'not', 'a', 'good', 'product']","['very', 'poor', 'performance', 'ram', 'but', 'work', 'like', 'gb', 'not', 'a', 'good', 'product']","['poor', 'perform', 'ram', 'work', 'like', 'gb', 'not', 'good', 'product']",poor perform ram work like gb not good product
38,sanjay lodhi,awesome,5,low weight mobile op camera etcmust buy,"['low', 'weight', 'mobile', 'op', 'camera', 'etcmust', 'buy']","['low', 'weight', 'mobile', 'op', 'camera', 'etc', 'must', 'buy']","['low', 'weight', 'mobil', 'op', 'camera', 'etc', 'must', 'buy']",low weight mobil op camera etc must buy
39,Sachin Pawar,wonderful,4,nice phon,"['nice', 'phon']","['nice', 'phon']","['nice', 'phon']",nice phon
40,Bandela Julay ravi,pretty good,4,good awesome spr,"['good', 'awesome', 'spr']","['good', 'awesome', 'spr']","['good', 'awesom', 'spr']",good awesom spr
41,Anurag  Jaiswal,mindblowing purchase,5,best out of best,"['best', 'out', 'of', 'best']","['best', 'out', 'of', 'best']","['best', 'best']",best best
42,Flipkart Customer,decent product,3,good,['good'],['good'],['good'],good
43,Yogesh Suryawanshi,not good,5,camera quality is not good,"['camera', 'quality', 'is', 'not', 'good']","['camera', 'quality', 'is', 'not', 'good']","['camera', 'qualiti', 'not', 'good']",camera qualiti not good
44,Flipkart Customer,brilliant,5,thanks to flipkart for great deal on great brand,"['thanks', 'to', 'flipkart', 'for', 'great', 'deal', 'on', 'great', 'brand']","['thanks', 'to', 'flip', 'kart', 'for', 'great', 'deal', 'on', 'great', 'brand']","['thank', 'flip', 'kart', 'great', 'deal', 'great', 'brand']",thank flip kart great deal great brand
45,Priyanka Pal,terrific purchase,4,awesome phone,"['awesome', 'phone']","['awesome', 'phone']","['awesom', 'phone']",awesom phone
46,pallab saikia,wonderful,4,its great,"['its', 'great']","['its', 'great']",['great'],great
47,CHANDER PAL BURMAN,worth the money,5,best product,"['best', 'product']","['best', 'product']","['best', 'product']",best product
48,Aashish ar,mindblowing purchase,5,this is what happens when the photo is zoomed,"['this', 'is', 'what', 'happens', 'when', 'the', 'photo', 'is', 'zoomed']","['this', 'is', 'what', 'happens', 'when', 'the', 'photo', 'is', 'zoomed']","['happen', 'photo', 'zoom']",happen photo zoom
49,Sukhdeo Kumar Saw,terrific purchase,2,very good phone,"['very', 'good', 'phone']","['very', 'good', 'phone']","['good', 'phone']",good phone
50,Dulan uria,not good,5,selfie camera not good,"['selfie', 'camera', 'not', 'good']","['self', 'ie', 'camera', 'not', 'good']","['self', 'ie', 'camera', 'not', 'good']",self ie camera not good
51,Flipkart Customer,great product,5,excellent phone inthis price segment,"['excellent', 'phone', 'inthis', 'price', 'segment']","['excellent', 'phone', 'in', 'this', 'price', 'segment']","['excel', 'phone', 'price', 'segment']",excel phone price segment
52,Piyush kumar  Sharma,wonderful,5,nicr,['nicr'],"['nic', 'r']","['nic', 'r']",nic r
53,DINESH KUMAR BODDETI,brilliant,4,nice,['nice'],['nice'],['nice'],nice
54,uday kumar,very good,5,best,['best'],['best'],['best'],best
55,Biplab Saha,brilliant,5,better than other at this price,"['better', 'than', 'other', 'at', 'this', 'price']","['better', 'than', 'other', 'at', 'this', 'price']","['better', 'price']",better price
56,Sajan  Kumar ,brilliant,5,great phone i like it,"['great', 'phone', 'i', 'like', 'it']","['great', 'phone', 'i', 'like', 'it']","['great', 'phone', 'like']",great phone like
57,Javed Siddique,highly recommended,5,value for money,"['value', 'for', 'money']","['value', 'for', 'money']","['valu', 'money']",valu money
58,Flipkart Customer,must buy,5,good mobile big screen big battery and many more,"['good', 'mobile', 'big', 'screen', 'big', 'battery', 'and', 'many', 'more']","['good', 'mobile', 'big', 'screen', 'big', 'battery', 'and', 'many', 'more']","['good', 'mobil', 'big', 'screen', 'big', 'batteri', 'mani']",good mobil big screen big batteri mani
59,Flipkart Customer,fabulous,2,good product by realme,"['good', 'product', 'by', 'realme']","['good', 'product', 'by', 'real', 'me']","['good', 'product', 'real']",good product real
60,Sahil Sharma,fabulous,5,nice product,"['nice', 'product']","['nice', 'product']","['nice', 'product']",nice product
61,Narendra  Pilley ,mindblowing purchase,5,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
62,Flipkart Customer,brilliant,5,best,['best'],['best'],['best'],best
63,Rahul Manikpuri,fair,3,good,['good'],['good'],['good'],good
64,muhammed shibili,terrific,5,its good performance,"['its', 'good', 'performance']","['its', 'good', 'performance']","['good', 'perform']",good perform
65,TAMILSELVAN  K,classy product,5,good,['good'],['good'],['good'],good
66,Flipkart Customer,fabulous,5,nice product best at this price,"['nice', 'product', 'best', 'at', 'this', 'price']","['nice', 'product', 'best', 'at', 'this', 'price']","['nice', 'product', 'best', 'price']",nice product best price
67,Sathya Ganesan,worth every penny,5,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
68,jasvir singh,decent product,3,very poor performanceram but work likegb not a good product,"['very', 'poor', 'performanceram', 'but', 'work', 'likegb', 'not', 'a', 'good', 'product']","['very', 'poor', 'performance', 'ram', 'but', 'work', 'like', 'gb', 'not', 'a', 'good', 'product']","['poor', 'perform', 'ram', 'work', 'like', 'gb', 'not', 'good', 'product']",poor perform ram work like gb not good product
69,sanjay lodhi,awesome,5,low weight mobile op camera etcmust buy,"['low', 'weight', 'mobile', 'op', 'camera', 'etcmust', 'buy']","['low', 'weight', 'mobile', 'op', 'camera', 'etc', 'must', 'buy']","['low', 'weight', 'mobil', 'op', 'camera', 'etc', 'must', 'buy']",low weight mobil op camera etc must buy
70,Sachin Pawar,wonderful,4,nice phon,"['nice', 'phon']","['nice', 'phon']","['nice', 'phon']",nice phon
71,Lokesh Bagul,worth the money,4,overall good mobile only the thing missing that is fhd display otherwise good mobile in this priceperformance not upto the mark its kind a little bit slow to open apps n all camera is good for this price rangeand there is no fast charging as per they said its take almosthrsto charged full i will givestar ,"['overall', 'good', 'mobile', 'only', 'the', 'thing', 'missing', 'that', 'is', 'fhd', 'display', 'otherwise', 'good', 'mobile', 'in', 'this', 'priceperformance', 'not', 'upto', 'the', 'mark', 'its', 'kind', 'a', 'little', 'bit', 'slow', 'to', 'open', 'apps', 'n', 'all', 'camera', 'is', 'good', 'for', 'this', 'price', 'rangeand', 'there', 'is', 'no', 'fast', 'charging', 'as', 'per', 'they', 'said', 'its', 'take', 'almosthrsto', 'charged', 'full', 'i', 'will', 'givestar']","['overall', 'good', 'mobile', 'only', 'the', 'thing', 'missing', 'that', 'is', 'fhd', 'display', 'otherwise', 'good', 'mobile', 'in', 'this', 'price', 'performance', 'not', 'up', 'to', 'the', 'mark', 'its', 'kind', 'a', 'little', 'bit', 'slow', 'to', 'open', 'apps', 'n', 'all', 'camera', 'is', 'good', 'for', 'this', 'price', 'range', 'and', 'there', 'is', 'no', 'fast', 'charging', 'as', 'per', 'they', 'said', 'its', 'take', 'almost', 'hrs', 'to', 'charged', 'full', 'i', 'will', 'give', 'star']","['overal', 'good', 'mobil', 'thing', 'miss', 'fhd', 'display', 'otherwis', 'good', 'mobil', 'price', 'perform', 'not', 'mark', 'kind', 'littl', 'bit', 'slow', 'open', 'app', 'n', 'camera', 'good', 'price', 'rang', 'fast', 'charg', 'per', 'said', 'take', 'almost', 'hr', 'charg', 'full', 'give', 'star']",overal good mobil thing miss fhd display otherwis good mobil price perform not mark kind littl bit slow open app n camera good price rang fast charg per said take almost hr charg full give star
72,Nitin Singh,good,3,apps taking too much time to open and respond slowly need to restart again and again not satisfied as per expectations,"['apps', 'taking', 'too', 'much', 'time', 'to', 'open', 'and', 'respond', 'slowly', 'need', 'to', 'restart', 'again', 'and', 'again', 'not', 'satisfied', 'as', 'per', 'expectations']","['apps', 'taking', 'too', 'much', 'time', 'to', 'open', 'and', 'respond', 'slowly', 'need', 'to', 'restart', 'again', 'and', 'again', 'not', 'satisfied', 'as', 'per', 'expectations']","['app', 'take', 'much', 'time', 'open', 'respond', 'slowli', 'need', 'restart', 'not', 'satisfi', 'per', 'expect']",app take much time open respond slowli need restart not satisfi per expect
73,gayatri Pitagi,pretty good,4,nice,['nice'],['nice'],['nice'],nice
74,Shaik Abdul vaheed,very good,4,best in segment,"['best', 'in', 'segment']","['best', 'in', 'segment']","['best', 'segment']",best segment
75,Anas Affu,awesome,5,amazing,['amazing'],['amazing'],['amaz'],amaz
76,Mona Sona,perfect product,5,nice,['nice'],['nice'],['nice'],nice
77,MANISH KUMAR,good choice,4,very nice,"['very', 'nice']","['very', 'nice']",['nice'],nice
78,sarfaraz hussain,worthless,5,worse dont buy it,"['worse', 'dont', 'buy', 'it']","['worse', 'dont', 'buy', 'it']","['wors', 'dont', 'buy']",wors dont buy
79,Flipkart Customer,worth every penny,1,very good phone,"['very', 'good', 'phone']","['very', 'good', 'phone']","['good', 'phone']",good phone
80,Krishna Aich,very good,4,gd,['gd'],['gd'],['gd'],gd
81,Pramod  verma,mindblowing purchase,5,very nice cerema avrag bettrey good,"['very', 'nice', 'cerema', 'avrag', 'bettrey', 'good']","['very', 'nice', 'cere', 'ma', 'avr', 'ag', 'bet', 'trey', 'good']","['nice', 'cere', 'avr', 'ag', 'bet', 'trey', 'good']",nice cere avr ag bet trey good
82,Shivanand Bulla,must buy,5,awesome,['awesome'],['awesome'],['awesom'],awesom
83,Rahul Kumar,simply awesome,5,good,['good'],['good'],['good'],good
84,Sunil Shidagoudar,fabulous,5,nice looking mobile,"['nice', 'looking', 'mobile']","['nice', 'looking', 'mobile']","['nice', 'look', 'mobil']",nice look mobil
85,oruganti kiran kumar,good,3,avg mobile,"['avg', 'mobile']","['avg', 'mobile']","['avg', 'mobil']",avg mobil
86,Chandan  Jha,did not meet expectations,3,poor camera quality pls dont buy this phone,"['poor', 'camera', 'quality', 'pls', 'dont', 'buy', 'this', 'phone']","['poor', 'camera', 'quality', 'pls', 'dont', 'buy', 'this', 'phone']","['poor', 'camera', 'qualiti', 'pl', 'dont', 'buy', 'phone']",poor camera qualiti pl dont buy phone
87,Sajid Gor,good,5,good,['good'],['good'],['good'],good
88,Flipkart Customer,perfect product,5,good product,"['good', 'product']","['good', 'product']","['good', 'product']",good product
89,Suresh Puri,terrific,1,good,['good'],['good'],['good'],good
90,Flipkart Customer,classy product,5,good,['good'],['good'],['good'],good
91,sundarapu suresh,classy product,5,super realmebudget phone thanks flipkart,"['super', 'realmebudget', 'phone', 'thanks', 'flipkart']","['super', 'real', 'me', 'budget', 'phone', 'thanks', 'flip', 'kart']","['super', 'real', 'budget', 'phone', 'thank', 'flip', 'kart']",super real budget phone thank flip kart
92,Narveer  Singh,does the job,3,camera function very bad and hang,"['camera', 'function', 'very', 'bad', 'and', 'hang']","['camera', 'function', 'very', 'bad', 'and', 'hang']","['camera', 'function', 'bad', 'hang']",camera function bad hang
93,Virendra  SINGH,fabulous,5,nice,['nice'],['nice'],['nice'],nice
94,Rajesh Malithya,highly recommended,5,nice phone,"['nice', 'phone']","['nice', 'phone']","['nice', 'phone']",nice phone
95,Aasif Mohammed,best in the market,5,nice,['nice'],['nice'],['nice'],nice
96,krunal Kushte,mindblowing purchase,5,good product in this price segment,"['good', 'product', 'in', 'this', 'price', 'segment']","['good', 'product', 'in', 'this', 'price', 'segment']","['good', 'product', 'price', 'segment']",good product price segment
97,Flipkart Customer,must buy,5,very nice phone in this budget but sim adopter is not given to me,"['very', 'nice', 'phone', 'in', 'this', 'budget', 'but', 'sim', 'adopter', 'is', 'not', 'given', 'to', 'me']","['very', 'nice', 'phone', 'in', 'this', 'budget', 'but', 'sim', 'adopter', 'is', 'not', 'given', 'to', 'me']","['nice', 'phone', 'budget', 'sim', 'adopt', 'not', 'given']",nice phone budget sim adopt not given
98,Mighty Kiran,perfect product,5,its good condition phoneits batter phone,"['its', 'good', 'condition', 'phoneits', 'batter', 'phone']","['its', 'good', 'condition', 'phone', 'its', 'batter', 'phone']","['good', 'condit', 'phone', 'batter', 'phone']",good condit phone batter phone
99,Flipkart Customer,simply awesome,5,super phone in india,"['super', 'phone', 'in', 'india']","['super', 'phone', 'in', 'india']","['super', 'phone', 'india']",super phone india
100,ankur yadav,absolute rubbish,5,this is not good phone not value for money,"['this', 'is', 'not', 'good', 'phone', 'not', 'value', 'for', 'money']","['this', 'is', 'not', 'good', 'phone', 'not', 'value', 'for', 'money']","['not', 'good', 'phone', 'not', 'valu', 'money']",not good phone not valu money
101,Amar Gupta,just wow,3,super,['super'],['super'],['super'],super
102,Bikash  Kalita,not recommended at all,5,good productbut some features didnt developed,"['good', 'productbut', 'some', 'features', 'didnt', 'developed']","['good', 'product', 'but', 'some', 'features', 'didnt', 'developed']","['good', 'product', 'featur', 'didnt', 'develop']",good product featur didnt develop
103,Flipkart Customer,good,3,while playing pubg mobile phone was heating camera isbut its working likeoverall nice phone battery backup was nice front camera is good better processor for normal use designed was greate charging inhour good speaker network speed was good,"['while', 'playing', 'pubg', 'mobile', 'phone', 'was', 'heating', 'camera', 'isbut', 'its', 'working', 'likeoverall', 'nice', 'phone', 'battery', 'backup', 'was', 'nice', 'front', 'camera', 'is', 'good', 'better', 'processor', 'for', 'normal', 'use', 'designed', 'was', 'greate', 'charging', 'inhour', 'good', 'speaker', 'network', 'speed', 'was', 'good']","['while', 'playing', 'pub', 'g', 'mobile', 'phone', 'was', 'heating', 'camera', 'is', 'but', 'its', 'working', 'like', 'overall', 'nice', 'phone', 'battery', 'backup', 'was', 'nice', 'front', 'camera', 'is', 'good', 'better', 'processor', 'for', 'normal', 'use', 'designed', 'was', 'great', 'e', 'charging', 'in', 'hour', 'good', 'speaker', 'network', 'speed', 'was', 'good']","['play', 'pub', 'g', 'mobil', 'phone', 'heat', 'camera', 'work', 'like', 'overal', 'nice', 'phone', 'batteri', 'backup', 'nice', 'front', 'camera', 'good', 'better', 'processor', 'normal', 'use', 'design', 'great', 'e', 'charg', 'hour', 'good', 'speaker', 'network', 'speed', 'good']",play pub g mobil phone heat camera work like overal nice phone batteri backup nice front camera good better processor normal use design great e charg hour good speaker network speed good
104,Meraj Alam,awesome,5,superb,['superb'],['superb'],['superb'],superb
105,Mohit Kumar,good,5,rear camera quality is very poor,"['rear', 'camera', 'quality', 'is', 'very', 'poor']","['rear', 'camera', 'quality', 'is', 'very', 'poor']","['rear', 'camera', 'qualiti', 'poor']",rear camera qualiti poor
106,ज्ञान प्रकाश,useless product,2,not good very bad cheated by flipkart and resume cameradisplay and video quality is very poor,"['not', 'good', 'very', 'bad', 'cheated', 'by', 'flipkart', 'and', 'resume', 'cameradisplay', 'and', 'video', 'quality', 'is', 'very', 'poor']","['not', 'good', 'very', 'bad', 'cheated', 'by', 'flip', 'kart', 'and', 'resume', 'camera', 'display', 'and', 'video', 'quality', 'is', 'very', 'poor']","['not', 'good', 'bad', 'cheat', 'flip', 'kart', 'resum', 'camera', 'display', 'video', 'qualiti', 'poor']",not good bad cheat flip kart resum camera display video qualiti poor
107,shivam sharma,terrific purchase,1,good,['good'],['good'],['good'],good
108,Javed Shaikh,moderate,1,slow processar its major problem low brightness level and low camera quality,"['slow', 'processar', 'its', 'major', 'problem', 'low', 'brightness', 'level', 'and', 'low', 'camera', 'quality']","['slow', 'process', 'ar', 'its', 'major', 'problem', 'low', 'brightness', 'level', 'and', 'low', 'camera', 'quality']","['slow', 'process', 'ar', 'major', 'problem', 'low', 'bright', 'level', 'low', 'camera', 'qualiti']",slow process ar major problem low bright level low camera qualiti
109,R.k SHUKLA ,terrific purchase,1,very good,"['very', 'good']","['very', 'good']",['good'],good
110,G.Gopala Reddy Reddy ,worth every penny,5,super,['super'],['super'],['super'],super
111,Amir Khan,excellent,5,good quality when keep open camera then flashlight not work,"['good', 'quality', 'when', 'keep', 'open', 'camera', 'then', 'flashlight', 'not', 'work']","['good', 'quality', 'when', 'keep', 'open', 'camera', 'then', 'flashlight', 'not', 'work']","['good', 'qualiti', 'keep', 'open', 'camera', 'flashlight', 'not', 'work']",good qualiti keep open camera flashlight not work
112,Flipkart Customer,simply awesome,5,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
113,shashi bhushan,valueformoney,4,good product,"['good', 'product']","['good', 'product']","['good', 'product']",good product
114,Flipkart Customer,must buy,5,nice,['nice'],['nice'],['nice'],nice
115,Gopi santh,unsatisfactory,4,money wabsteam so sad,"['money', 'wabsteam', 'so', 'sad']","['money', 'wabs', 'team', 'so', 'sad']","['money', 'wab', 'team', 'sad']",money wab team sad
116,Arun Chauhan,very good,3,thanks,['thanks'],['thanks'],['thank'],thank
117,Sandeep kumar Patel,nice,5,very nice,"['very', 'nice']","['very', 'nice']",['nice'],nice
118,Irfan  Vhora,perfect product,4,amazing phones battery backup is extremely well camera as per pixel too good speedy operate phone,"['amazing', 'phones', 'battery', 'backup', 'is', 'extremely', 'well', 'camera', 'as', 'per', 'pixel', 'too', 'good', 'speedy', 'operate', 'phone']","['amazing', 'phones', 'battery', 'backup', 'is', 'extremely', 'well', 'camera', 'as', 'per', 'pixel', 'too', 'good', 'speedy', 'operate', 'phone']","['amaz', 'phone', 'batteri', 'backup', 'extrem', 'well', 'camera', 'per', 'pixel', 'good', 'speedi', 'oper', 'phone']",amaz phone batteri backup extrem well camera per pixel good speedi oper phone
119,furqan  ali qazi,delightful,1,nice productbut display not goodas much,"['nice', 'productbut', 'display', 'not', 'goodas', 'much']","['nice', 'product', 'but', 'display', 'not', 'good', 'as', 'much']","['nice', 'product', 'display', 'not', 'good', 'much']",nice product display not good much
120,Sarathkumar s,must buy,5,i got it byrealy happy flipkart done a nice job for me,"['i', 'got', 'it', 'byrealy', 'happy', 'flipkart', 'done', 'a', 'nice', 'job', 'for', 'me']","['i', 'got', 'it', 'by', 'realy', 'happy', 'flip', 'kart', 'done', 'a', 'nice', 'job', 'for', 'me']","['got', 'reali', 'happi', 'flip', 'kart', 'done', 'nice', 'job']",got reali happi flip kart done nice job
121,Sidramayya  Hiremath ,just okay,3,camera quality is very poor remaining features will be good,"['camera', 'quality', 'is', 'very', 'poor', 'remaining', 'features', 'will', 'be', 'good']","['camera', 'quality', 'is', 'very', 'poor', 'remaining', 'features', 'will', 'be', 'good']","['camera', 'qualiti', 'poor', 'remain', 'featur', 'good']",camera qualiti poor remain featur good
122,Suraj Kumar,not recommended at all,4,i listening to music and suddenly mobile switched offnot properly functioning waste products,"['i', 'listening', 'to', 'music', 'and', 'suddenly', 'mobile', 'switched', 'offnot', 'properly', 'functioning', 'waste', 'products']","['i', 'listening', 'to', 'music', 'and', 'suddenly', 'mobile', 'switched', 'off', 'not', 'properly', 'functioning', 'waste', 'products']","['listen', 'music', 'suddenli', 'mobil', 'switch', 'not', 'properli', 'function', 'wast', 'product']",listen music suddenli mobil switch not properli function wast product
123,Vishal Wankhade,pretty good,4,nice this phone,"['nice', 'this', 'phone']","['nice', 'this', 'phone']","['nice', 'phone']",nice phone
124,Vishal Wankhade,pretty good,3,nice phone this,"['nice', 'phone', 'this']","['nice', 'phone', 'this']","['nice', 'phone']",nice phone
125,R.s. Tituse,does the job,5,waste of money camera quality very poordisplay is china set lavada mobile,"['waste', 'of', 'money', 'camera', 'quality', 'very', 'poordisplay', 'is', 'china', 'set', 'lavada', 'mobile']","['waste', 'of', 'money', 'camera', 'quality', 'very', 'poor', 'display', 'is', 'china', 'set', 'lava', 'da', 'mobile']","['wast', 'money', 'camera', 'qualiti', 'poor', 'display', 'china', 'set', 'lava', 'da', 'mobil']",wast money camera qualiti poor display china set lava da mobil
